username,date,retweets,favorites,text,hashtags
TamTamInTheWild,2017-08-23 16:10,0,0,#ATTPARK #goGiants #happybirthday mom!!! #virginamerica #clublevel @AT&T Park https://www. instagram.com/p/BYJjJEqj6kx/,#ATTPARK #goGiants #happybirthday #virginamerica #clublevel
RoThePaperplane,2017-08-23 15:45,0,0,#virginAmerica airlines sucks it's almost as bad as #United,#virginAmerica #United
davidfransen1,2017-08-23 15:37,0,0,Getting ready to take off for my Baby Monkey's bday! #virginamerica #sfo #sf #california … https://www. instagram.com/p/BYJfcBPAA9i/,#virginamerica #sfo #sf #california
BobbyLaurie,2017-08-23 10:24,0,0,I look just as exhausted as I feel. But enjoying #FirstClass on #VirginAmerica . Not too shabby! DCA-DAL http:// ift.tt/2wnDUjo pic.twitter.com/38pkkihN43,#FirstClass #VirginAmerica
DianeTZapata,2017-08-23 06:56,0,0,. @virginamerica At O'Hare. Where are you? #comeon #wtf #virginamerica pic.twitter.com/eAQwPvXTXi,#comeon #wtf #virginamerica
bestica,2017-08-23 04:18,0,0,Chicago in October & Hawaii in February thank you Virgin America #Travel #VirginAmerica,#Travel #VirginAmerica
gretchyyy21,2017-08-23 01:28,0,1,@SFGiants #virginamerica night is the best! Got flights for Seattle and Portland weekends before&after my Kenya trip! Sept-Nov will be,#virginamerica
vegaricky1,2017-08-22 18:03,0,0,First time in #firstclass #virginamerica @VirginAmerica from #FLL to #LAX,#firstclass #virginamerica #FLL #LAX
polgara,2017-08-22 17:38,0,0,"Good news! I'm on the second #VirginAmerica plane of the day, and all the channels are there! Guess the other plane was an #Alaskan .",#VirginAmerica #Alaskan
polgara,2017-08-22 14:39,0,0,#VirginAmerica doesn't have regular TV anymore? WTH? That was my fave part about flying with VA! :-(,#VirginAmerica
SaucedbySally,2017-08-22 14:19,3,0,"#VirginAmerica systems #hacked : about 3,100 employees may have had their login info stolen,. http:// phy.so/420775608 #cybersecurity",#VirginAmerica #hacked #cybersecurity
merv,2017-08-22 12:26,0,1,Thank YOU. Curb to security to plane couldnot have been smoother. First wheelchair experience. Knew you wouldn’t let me down. #virginamerica https:// twitter.com/VirginAmerica/ status/900023748685963266 …,#virginamerica
merv,2017-08-22 11:54,1,6,Fantastic service from #virginamerica - wheelchair ready as requested for curbside checkin. Less than 5 min wait.,#virginamerica
Crewiser,2017-08-22 10:40,1,8,"From @onecabinsafety The fan blades of Virgin America's LEAP 1A engine, launch customer for the A321NEO #virginamerica #crewfie #aircraft #… pic.twitter.com/qfK2zOf4hF",#virginamerica #crewfie #aircraft #
FlyGlobeHopper,2017-08-22 10:07,0,0,Flight Attendant's Photography Shows a Side of #VirginAmerica Passengers Rarely See http:// tandl.me/2wuOOUU #travel #paxex #avgeek pic.twitter.com/W5s4ZIeh3i,#VirginAmerica #travel #paxex #avgeek
RxMink8tte,2017-08-22 01:13,1,0,I'm a #Millenial + #Amazon #Apple #BoxLunch #Disney #Etsy #Google #HotTopic #Nordstrom #TraderJoes #VirginAmerica light me up #Lifestyle https:// twitter.com/adage/status/8 99858784570441729 …,#Millenial #Amazon #Apple #BoxLunch #Disney #Etsy #Google #HotTopic #Nordstrom #TraderJoes #VirginAmerica #Lifestyle
iammjmeng,2017-08-21 22:23,0,0,To upgrade or not to upgrade? That is the question. #ifly #virginamerica @LAX Terminal 6 https://www. instagram.com/p/BYFEQrKjFJl/,#ifly #virginamerica
MonkeyRoids,2017-08-21 19:43,0,1,Everyone is over this flight! #alaskaair #virginamerica #murica #jfkairport #flightvxo413 #delay … https://www. instagram.com/p/BYEx9qHBsWt/,#alaskaair #virginamerica #murica #jfkairport #flightvxo413 #delay
CCHJohnson,2017-08-21 07:36,0,1,I'm going to be on an airplane today during the eclipse. I might fly through the path of totality! #virginamerica,#virginamerica
jumpseatpro,2017-08-21 03:33,0,0,#Repost theadventuresofjetjustin ・・・ Category is... #virgincrew #virginamerica … https://www. instagram.com/p/BYDC8N6FF28/,#Repost #virgincrew #virginamerica
ru_stasi,2017-08-20 22:34,0,0,#virginamerica sucksThey cancelled my flight and had one only for tomorrowThey booked to a different airport and did not get a credit,#virginamerica
minmail,2017-08-20 19:14,0,2,Virgin charging $149 to use their credit card to accumulate miles. Jan18 no more Elevate. Not sure why $149 charge #Virginamerica #alaskaair,#Virginamerica #alaskaair
LindseyStarrTCS,2017-08-20 11:59,0,1,Landed in Boston yesterday. #bos #virginamerica @VirginAmerica pic.twitter.com/SFCz4vhsQd,#bos #virginamerica
SQHdez,2017-08-20 00:58,0,0,"Thanks for the roller coaster ride, @SFGiants #FlyFiveMe #familytime #VirginAmerica #AlaskaAirlines – bei Giants Dugout Store",#FlyFiveMe #familytime #VirginAmerica #AlaskaAirlines
ChandiniSF,2017-08-20 00:53,0,1,Happy #VirginAmerica day with the @sfgiants . #FoulBall http:// ift.tt/2vcO1CR pic.twitter.com/tgcjjPuIQq,#VirginAmerica #FoulBall
htaini,2017-08-20 00:12,0,1,#FlyFiveMe #VirginAmerica #sfgiants pic.twitter.com/z2QraGT8OQ,#FlyFiveMe #VirginAmerica #sfgiants
MissDanyel,2017-08-19 22:30,0,1,Date night and Virgin America night @SFGiants #FlyFiveMe #virginamerica #alaskaairlines pic.twitter.com/3KihU23pod,#FlyFiveMe #virginamerica #alaskaairlines
dafamilyweb,2017-08-19 22:08,0,0,Super cool times at @sfgiants ! #fly5sweep #flyfivesweep #virginamerica #virginairlines @AT&T Park https://www. instagram.com/p/BX_5B9YApGA/,#fly5sweep #flyfivesweep #virginamerica #virginairlines
Jacsgaitan,2017-08-19 22:05,0,0,#FlyFiveMe #sweeps #virginamerica pic.twitter.com/hhLsvCEi4m,#FlyFiveMe #sweeps #virginamerica
verybearygood,2017-08-19 20:59,0,0,#attpark #virginamerica Where shall I go? Who wants to take a trip… https://www. instagram.com/p/BX_xGRynEfSe L7UAeJEbqSFeRCkQRGwoQ5x5NU0/ …,#attpark #virginamerica
WrEtcH_,2017-08-19 20:45,0,0,#Vegas anybody? LOL #SFGiants #attpark #virginamerica @AT&T Park https://www. instagram.com/p/BX_vhLPBbam/,#Vegas #SFGiants #attpark #virginamerica
johnny_mac,2017-08-19 20:16,0,0,I'm just here for the 2 for 1 @virginamerica vouchers. Now where to travel?? #virginamerica … https://www. instagram.com/p/BX_sMK6lgpu/,#virginamerica
cmcuatroquince,2017-08-19 20:15,0,0,@VirginAmerica @AlaskaAir you MESSED up a good thing. 2for1 fares not like B4 #youhadonejob @SFGiants take note! #virginamerica #alaskaair,#youhadonejob #virginamerica #alaskaair
imCHARMIN,2017-08-19 20:02,0,0,Brrrrap. #virginamerica @AT&T Park https://www. instagram.com/p/BX_qlUmBgM7/,#virginamerica
amartin_ez,2017-08-19 19:55,0,0,Another great #virginamerica party at AT&T Park! #FlyFiveMe pic.twitter.com/5AkJzKwDPZ,#virginamerica #FlyFiveMe
ellescott1,2017-08-19 19:35,0,1,Hey #SFGiants about 400 of us are stuck waiting on a replacement CalTrain...SAVE some #VirginAmerica giveways!,#SFGiants #VirginAmerica
ellescott1,2017-08-19 19:19,0,0,"Train stopped en route to Giants game, mechanical problems! Hope we don't miss the #VirginAmerica giveaway #SFGiants",#VirginAmerica #SFGiants
GlobalHotelNtwk,2017-08-19 17:47,0,0,Remembering Virgin America's first flight on its 10th birthday - http:// goo.gl/alerts/dK3xk #virginamerica,#virginamerica
VickyKennedyNYC,2017-08-19 17:42,0,0,Most adorable salt and pepper shaker ever. #virginamerica #firstclassfree #firstclasstravel #latergram http:// ift.tt/2v1S7OM pic.twitter.com/Ycw8hQtZ7a,#virginamerica #firstclassfree #firstclasstravel #latergram
lvscoffee7,2017-08-19 03:44,0,0,A supervisor on #virginamerica hung up the phone on us when we asked why they gave our seats away and why we weren't notified.,#virginamerica
lvscoffee7,2017-08-19 03:43,0,0,"We paid for preferred seats on #virginamerica flight 60, row 4 and they just gave our seats away without notification!",#virginamerica
lvscoffee7,2017-08-19 03:41,0,0,How exactly does #virginamerica treat their customers? With disrespect.,#virginamerica
lvscoffee7,2017-08-19 03:40,0,0,"#virginamerica just gave our seats away hrs b4 our flight out of HI. We have 2 kiddos, 5 mths & 17 mths, and they gave away our seats!",#virginamerica
ttravel_agency,2017-08-19 02:08,0,0,#VirginAmerica Alaska Sees Corporate Business Growth as Network Expands Post-Merger. Read more: http:// owler.us/adbNFm $ VA,#VirginAmerica
ChadJamesSpeaks,2017-08-18 22:22,0,0,Remembering Virgin America’s first flight on its 10th birthday https:// usat.ly/2xa9u0P #VirginAmerica,#VirginAmerica
joshua_sisco,2017-08-18 12:53,0,0,"""Thanks for flying w/ the virgins of America"" - flight attendant #virginamerica #rip",#virginamerica #rip
dasindonna,2017-08-18 12:51,0,0,"Luckily @VirginAmerica , I hv insurance for illness so I guess yr chg doesn't matter, but it's good to know. #virginAmerica",#virginAmerica
dasindonna,2017-08-18 12:25,0,0,@VirginAmerica Any reason y I was credited w a partial amount from my flight when it was canceled as opposed to price paid? #virginamerica,#virginamerica
krs814,2017-08-18 11:28,0,0,#virginamerica Meant to thank airline for upgrading my seat Maui bound with broken arm! Personnel were very kind-,#virginamerica
ttran1188,2017-08-18 10:40,0,1,"Nothing like hearing ""wow there's a lot of babies on this flight"" as you're boarding a plane #wishmeluck #virginamerica #dallasbound",#wishmeluck #virginamerica #dallasbound
hwingo,2017-08-17 23:20,0,1,#VirginAmerica #airlines praised for #cyber #breach response (July 2017) http://www. computerweekly.com/news/450423605 /Virgin-America-praised-for-cyber-breach-response …,#VirginAmerica #airlines #cyber #breach
DesignsBySiri,2017-08-17 18:47,0,0,2 watch #virgin America #safety #information #Siri #loves #2fly #virginamerica https://www. instagram.com/p/BX6YXU_gHmQ/,#virgin #safety #information #Siri #loves #2fly #virginamerica
Bohor,2017-08-17 18:07,0,2,This #VirginAmerica flight has a free trivia game. pic.twitter.com/AiXghmqsFj,#VirginAmerica
andthenweflew,2017-08-16 18:05,0,0,Thanks #virginamerica for not over booking the flight home. 6 hr flight here I come... It's odd using Twitter for mundane stuff these days,#virginamerica
lwsantiago,2017-08-16 17:09,0,4,#crewfie in #sandiego #layover #virginamerica #iamalaska #sanfrancisco based #louisonthefly … https://www. instagram.com/p/BX3oXADhT6i/,#crewfie #sandiego #layover #virginamerica #iamalaska #sanfrancisco #louisonthefly
altippet,2017-08-16 16:47,0,0,@SFGiants 2-4-1 certs on #virginAmerica flights also good for @AlaskaAir but must book before 8/22. http:// m.mlb.com/giants/tickets /info/virgin-america-night …,#virginAmerica
ThomasRWaters,2017-08-16 16:03,0,1,Since when won't they let you go to your flight within 20 minutes of departure? #VirginAmerica now sucks!,#VirginAmerica
floridamedcard,2017-08-16 14:29,0,0,#VirginAmerica #Allows #CannabisAds While #InFlight #MarijuanaNews https:// buff.ly/2vDFtZ5 #MarijuanaAdvertising #FloridaAirports #FLTravel,#VirginAmerica #Allows #CannabisAds #InFlight #MarijuanaNews #MarijuanaAdvertising #FloridaAirports #FLTravel
ablackonamac,2017-08-16 09:55,0,1,My favorite thing about flying #virginamerica is the safety video! @Orlando International… https://www. instagram.com/p/BX22noZlLl6/,#virginamerica
Aviationizer,2017-08-16 07:18,0,0,Earn Double Miles on 40+ Alaska Airlines Routes #WestCoast #ALASKAAIRLINES #VirginAmerica http:// aviation.trendolizer.com/2017/08/earn-d ouble-miles-on-40-alaska-airlines-routes.html … pic.twitter.com/ShA9iXYSM0,#WestCoast #ALASKAAIRLINES #VirginAmerica
DrAliGriffith,2017-08-16 02:28,0,8,Yessssssss Full row to myself on a RED EYE FLIGHT HOME to my 11 y/o #aumazinggift #blessed #autismmom #gratefuldrali #virginamerica pic.twitter.com/ejFNPDc7if,#aumazinggift #blessed #autismmom #gratefuldrali #virginamerica
JohnCau46148824,2017-08-15 22:03,0,2,"Virgin America sucks. Cancelledmy flight. And for the last hour, no one is working on it. PDX #virginamerica",#virginamerica
DesignsBySiri,2017-08-15 21:05,0,0,San Diego here lands #Siri ... #virginamerica wish they flew to #India . https://www. instagram.com/p/BX1eowwg4p8/,#Siri #virginamerica #India
MRossAONFilms,2017-08-15 19:55,0,0,MMR at JFK #jfk #airport #travel #photography #peoplewatching #nyc #virginamerica … https://www. instagram.com/p/BX1Wh37AbRG/,#jfk #airport #travel #photography #peoplewatching #nyc #virginamerica
DesignsBySiri,2017-08-15 18:45,0,0,"#Siri often says ""mom I want pink plane""... her favorite airlines #virginamerica @Virgin… https://www. instagram.com/p/BX1OjMsA2SM/",#Siri #virginamerica
mark_griffi,2017-08-15 17:49,0,0,#virgin #virginamerica flights just kick ass! Excellent customer service #RavingFan - and selection of inflight channels! @VirginAmerica pic.twitter.com/uFa08HyEtO,#virgin #virginamerica #RavingFan
DesignsBySiri,2017-08-15 17:42,0,0,#Siri #favorite #airlines #virginamerica #autismawareness @San Francisco International Airport https://www. instagram.com/p/BX1HXf7gswd/,#Siri #favorite #airlines #virginamerica #autismawareness
JHeezy_,2017-08-15 17:14,1,1,#virginamerica pic.twitter.com/ddny9kNoTv,#virginamerica
JenniferGimenez,2017-08-15 13:00,1,6,Goodbye #LaLaLand ! What an amazing last 10 days & 5 planes later! Let's do this #VirginAmerica !,#LaLaLand #VirginAmerica
thesullivan,2017-08-15 12:48,0,1,Forced advertising on #virginamerica . Seatbelt light on. No escape. pic.twitter.com/xZN3m6A4CE,#virginamerica
TravelExplored,2017-08-15 02:00,0,0,Sharing my experience of #VirginAustralia and #VirginAmerica travelling from #Brisbane to #Seattle http://www. travelexplored.com/brisbane-seatt le/ … pic.twitter.com/r2eUtOnXew,#VirginAustralia #VirginAmerica #Brisbane #Seattle
bridge_maso,2017-08-14 22:22,0,0,"#virginamerica love that airline, safe travels @VirginAmerica",#virginamerica
borgokelly,2017-08-14 19:42,0,0,#VirginAmerica bad again. 2nd part of round trip. Another bad first class seat. And no blankets pillows headsets. Why pay all these $,#VirginAmerica
CLEYVA1980,2017-08-14 19:15,0,0,#rockstarairline #virginamerica #fallingdoves2017 thank you for the royal treatment. @Chicago… https://www. instagram.com/p/BXytNjgF6iW/,#rockstarairline #virginamerica #fallingdoves2017
MilesDeals,2017-08-14 19:00,1,0,New York to Las Vegas and vice versa for $220 round trip nonstop [Virgin America] #VirginAmerica #LasVegas https:// milesreport.com/us/las-vegas/d eals#t11157 …,#VirginAmerica #LasVegas #t11157
AmberVonLott,2017-08-14 18:21,2,6,"#VirginAmerica captain just said ""enjoy the flight. I'm sure you will way more than if you were on #Delta "". #funnybecauseitstrue",#VirginAmerica #Delta #funnybecauseitstrue
NRNREDDY,2017-08-14 07:15,0,0,#IAD #virginamerica pic.twitter.com/194vBiloDq,#IAD #virginamerica
Aviationizer,2017-08-14 05:12,0,0,#VirginAmerica Unaccompanied Minor • r/airlines #UnitedStates http:// aviation.trendolizer.com/2017/08/virgin -america-unaccompanied-minor-rairlines.html … pic.twitter.com/Gm5VASgTpt,#VirginAmerica #UnitedStates
goldstudiosnyc,2017-08-14 03:09,0,0,#notfunnyatall #virginamerica #whitenationalism https://www. instagram.com/p/BXw-rcHg-Pi/,#notfunnyatall #virginamerica #whitenationalism
justpositionit,2017-08-14 02:04,0,0,"What #Delta , #Virginamerica , and #Southwest Airlines can teach us all about marketing http:// buff.ly/2upi6Av pic.twitter.com/CBQetov90K",#Delta #Virginamerica #Southwest
CoachSantosSC,2017-08-13 22:19,0,0,@VirginAmerica how does (BOTH) my departing and return flight become delayed? What is the issue? #lax #sfo #virginamerica,#lax #sfo #virginamerica
foppish_bum,2017-08-13 19:09,0,1,Taxing past #AerLingus #Airbus330 on board #VirginAmerica #Airbus320 . . . #A330 #A320 #ElevateGold http:// ift.tt/2w3YC7n pic.twitter.com/aklTqy7jfK,#AerLingus #Airbus330 #VirginAmerica #Airbus320 #A330 #A320 #ElevateGold
ChadJamesSpeaks,2017-08-13 16:50,0,0,United Airlines vs World: Probably Won't End Well https://www. fool.com/investing/2017 /08/13/united-airlines-vs-the-world-this-probably-wont-en.aspx … #UnitedAirlines #AlaskaAirlines #VirginAmerica #SpiritAirlines,#UnitedAirlines #AlaskaAirlines #VirginAmerica #SpiritAirlines
BSocialNetworks,2017-08-13 09:00,0,0,#VirginAmerica deja de existir pronto. Un legado de #RichardBranson #MarketingTurístico http:// bit.ly/2o2UYpG pic.twitter.com/x6fetaCzJy,#VirginAmerica #RichardBranson #MarketingTur
FournierLeisure,2017-08-12 22:10,0,0,Until next time #sanfrancisco #virginamerica #goinghome #hoteldesigner #losangeles @San… https://www. instagram.com/p/BXt3putFQPI/,#sanfrancisco #virginamerica #goinghome #hoteldesigner #losangeles
zachweismann,2017-08-12 00:52,0,0,I Sure am going to miss @VirginAmerica ... way to spoil the party @AlaskaAir #differencedoesntwork #virginamerica @richardbranson @virgin pic.twitter.com/EiHtFJpMZu,#differencedoesntwork #virginamerica
Slangintweets,2017-08-11 21:58,0,0,First time flying @virginamerica it was pretty cool I'm sure we will do it again. #virginamerica … https://www. instagram.com/p/BXrRegDAOrl/,#virginamerica
mareijun24,2017-08-11 21:20,0,0,Yes please! I've always enjoyed my experience with #virginamerica but today is just unbearable Im holding my breath as I type this.,#virginamerica
mareijun24,2017-08-11 21:14,0,0,On a #virginamerica flight from SJD to SFO and this plane wreaks of manure!!! @VirginAmerica please clean your planes!!! This is disgusting!,#virginamerica
