username,date,retweets,favorites,text,hashtags,sentiment
mexigreece,2017-06-25 20:28,0,0,Virgin America Club Deck! #VirginAmerica #FlightDeck #SanFrancisco #Giants â¦ https://www. instagram.com/p/BVyFxlfFVz6/,#VirginAmerica #FlightDeck #SanFrancisco #Giants,positive
thebackgalley,2017-06-25 20:26,0,0,Virgin America #TalkBirdyToMe #Pride #Virgin #Virginamerica #Travel #Airline http:// thebackgalley.co.uk/2017/06/26/vir gin-america-talkbirdytome/ â¦ pic.twitter.com/oGCmFvg22i,#TalkBirdyToMe #Pride #Virgin #Virginamerica #Travel #Airline,positive
PomboTV,2017-06-25 17:56,0,1,Ready for take off #oddfellows #sanfranciscopride #sfpride #sfpride2017 #virginamerica @Civicâ¦ https://www. instagram.com/p/BVx0a6sDd1B/,#oddfellows #sanfranciscopride #sfpride #sfpride2017 #virginamerica,neutral
nikkirazavi,2017-06-25 17:55,0,0,Does anyone else feel like the employees at the airplane gate are talking shit about everyone waiting to board? #lovefield #virginamerica,#lovefield #virginamerica,negative
lwsantiago,2017-06-25 13:54,0,0,#happy #SFPRIDE #sanfrancisco #sf #virginamerica #iamalaska #flywithpride â¦ https://www. instagram.com/p/BVxYsWFgXSa/,#happy #SFPRIDE #sanfrancisco #sf #virginamerica #iamalaska #flywithpride,positive
damomoo,2017-06-25 12:59,0,2,Happy Pride 2017!!! #SoundmanJoe #FreestyleEntertainment #Premier6Events #VirginAmerica #AlaskaAirlines pic.twitter.com/Uhf0u8xM5J,#SoundmanJoe #FreestyleEntertainment #Premier6Events #VirginAmerica #AlaskaAirlines,positive
dogearz,2017-06-25 11:06,0,1,#virginamerica flight vx409 nyc to lax 11:30am Had this bulldog flight attendant harassing me the entire flight!!! pic.twitter.com/A8IMvT84cl,#virginamerica,positive
rassigborneo,2017-06-24 16:40,0,0,Snow on the Rockies from flying 30000(?) ft above. @VirginAmerica #airplanewindow #iPhone #virginamerica #airbus pic.twitter.com/D3vE3Hsxpu,#airplanewindow #iPhone #virginamerica #airbus,positive
whereserik,2017-06-24 15:34,0,1,So great meeting you & hearing your enthusiasm for VX! Honored to have been part of it & excited for our future! #virginamerica #iamalaska,#virginamerica #iamalaska,positive
RodneyCaston,2017-06-24 12:05,0,2,"Here's hoping the culture of #VirginAmerica replaces @AlaskaAir in the merger, not that Alaska is bad, but lets face it, Virgin is superior.",#VirginAmerica,neutral
jeekjeek,2017-06-24 11:23,0,2,"#virginamerica #LAX once the best, now the line is all the way out for a block. I just need to drop off my luggage!",#virginamerica #LAX,neutral
jeekjeek,2017-06-24 11:20,0,0,"#virginamerica once the best, now the line is all the way out for a block. I just need to drop off my luggage!",#virginamerica,neutral
passosdoturismo,2017-06-24 02:50,1,3,RT @businessinsider : I flew 'best #airline ' #VirginAmerica and it was nothing like I expected http:// buff.ly/2t47BV8 pic.twitter.com/i3aCsbrUcs,#airline #VirginAmerica,neutral
lexiirainn,2017-06-23 22:37,1,3,"Never flying @VirginAmerica again. So disappointed. Flight delayed, broken promises from CS. #virgin #virginamerica",#virgin #virginamerica,negative
adamlevoy,2017-06-23 21:13,1,2,"Yo @VirginAmerica , horrible customer service & experience. Delayed flight n still charging me to switch. Never again #virgin #virginamerica",#virgin #virginamerica,negative
MurraySwanby,2017-06-23 19:22,0,26,Come thruuuuu @todrick !! #VirginAmerica pic.twitter.com/QMCb12WTqW,#VirginAmerica,neutral
SoCalBren,2017-06-23 17:35,0,2,Starboard to Boston #u2thejoshuatree2017 #my13thU2concert #LAX #Bos #U2 #virginamerica ðª @â¦ https://www. instagram.com/p/BVsofTAlTjs/,#u2thejoshuatree2017 #my13thU2concert #LAX #Bos #U2 #virginamerica,neutral
nicoleboxer,2017-06-23 14:45,0,3,It's 9:43am & I'm already in California #amflights #eastwest #virginamerica #sleptthewholeway,#amflights #eastwest #virginamerica #sleptthewholeway,neutral
ttravel_agency,2017-06-23 13:35,0,0,I flew 'best airline' #VirginAmerica and it was nothing like I expected. Read more: http:// owler.us/acU5Hd $ VA,#VirginAmerica,neutral
ttravel_agency,2017-06-23 13:04,0,0,I flew 'best airline' #VirginAmerica and it was nothing like I expected. Read more: http:// owler.us/acU5e5 $ VA,#VirginAmerica,neutral
RodneyCaston,2017-06-23 11:54,0,0,"@SouthwestAir #dal #virginamerica #southwestair .. #LoveField has 1/3rd of the capacity for Baggage screening, fix it or replace the #TSA pic.twitter.com/FHBFFMsRNu",#dal #virginamerica #southwestair #LoveField #TSA,neutral
WingzeroF1,2017-06-23 10:53,3,2,http://www. jetphotos.com/photo/8628431 @VirginAmerica @Airbus #a321neo spotted at JFK! #avgeek #virginamerica @JetPhotos #airplane #aviation #airbus,#a321neo #avgeek #virginamerica #airplane #aviation #airbus,positive
theturk,2017-06-23 10:37,0,0,Essential reading for your flight to London. Magic in England Today. http:// amzn.to/2r4J6BY #britishairways #virginamerica pic.twitter.com/qZ8wXJ2JQ5,#britishairways #virginamerica,neutral
NathanMcGrathSF,2017-06-23 10:37,0,0,Essential reading for your flight to London. Magic in England Today. http:// amzn.to/2r4J6BY #britishairways #virginamerica pic.twitter.com/Ddza8Xa8Nh,#britishairways #virginamerica,neutral
nathantodd02,2017-06-23 10:25,0,0,"Somewhere in the middle of nowhere, 34,000 ft above it all. #VirginAmerica #sunset #colorado â¦ https://www. instagram.com/p/BVr3KrXjWFR/",#VirginAmerica #sunset #colorado,neutral
gianlucacfh,2017-06-23 09:37,0,2,bom dia #boras la #espero que eu nao precise #kgar durante este #voo pois comi um #omakase ontem & dormi #quentinho #demais #virginamerica,#boras #espero #kgar #voo #omakase #quentinho #demais #virginamerica,neutral
CammyCamCat,2017-06-22 23:24,0,1,"@AlaskaAir with the acquisition of #virginamerica , are there plans to further expand service in @satown @SATairport",#virginamerica,positive
sid_banerjee,2017-06-22 16:33,3,1,"On the flight back from #FocusOnLearn '17. Anytime, anywhere learning is really taking off! #virginamerica #edtech https:// lnkd.in/gBA3CBk",#FocusOnLearn #virginamerica #edtech,positive
TanyaTate,2017-06-22 13:20,3,10,See you soon @EXXXOTICA Expo Chicago EXXXOTICA Chicago #TanyaTate #VirginAmerica #exxxotica http:// fb.me/ODnema5H,#TanyaTate #VirginAmerica #exxxotica,neutral
TanyaTate,2017-06-22 13:19,17,132,See you soon @exxxotica Chicago #TanyaTate #VirginAmerica @VirginAmerica pic.twitter.com/U3Q5wNvxng,#TanyaTate #VirginAmerica,neutral
DealsToLA,2017-06-21 19:22,0,0,$149* -- DC to Los Angeles Nonstop (One Way) http:// bit.ly/2szehHX #lax #iad #virginamerica,#lax #iad #virginamerica,neutral
jenn_zamudio1,2017-06-21 01:08,0,6,Thanks to @VirginAmerica for rekindling my addiction to @CWJaneTheVirgin on SFO-BOS-SFO #janethevirgin #virginamerica pic.twitter.com/SThJnaPM4m,#janethevirgin #virginamerica,positive
DealsToAustin,2017-06-20 19:23,0,0,"$109* & up -- Austin Nonstop to West Coast, One Way http:// bit.ly/2tL4cH5 #aus #san #virginamerica",#aus #san #virginamerica,neutral
thomasjclark,2017-06-20 19:15,0,0,"So apparently, @VirginAmerica & @AlaskaAir are reward point thieves! #wtf #virginamerica #alaskaair #evil #summer #travel #criminals #news",#wtf #virginamerica #alaskaair #evil #summer #travel #criminals #news,neutral
juliennsingh,2017-06-20 18:45,0,0,Flying Virgin for the 1st time to #dallas #virginamerica https://www. instagram.com/p/BVlCEFdDgeFW NnceqHnigzp2_OUHJNbVEzGAl80/ â¦,#dallas #virginamerica,neutral
Revivednoise,2017-06-20 17:51,0,0,"Flying coach? Orig 34-36"" Seat pitch: 32"" #JetBlue #virginamerica ; 30"" #UnitedAirlines #Delta #americanair ; 28"" #spiritairlines #flyfrontier",#JetBlue #virginamerica #UnitedAirlines #Delta #americanair #spiritairlines #flyfrontier,positive
hiro_sama,2017-06-20 15:58,0,0,Another silent upgrade by #virginamerica . I love you.,#virginamerica,positive
PatriciaCosby,2017-06-20 13:31,0,0,Almost 2 and half hour delay to Orlando Virgin America. Where are your gate agents? #virginamerica,#virginamerica,negative
JimByersTravel,2017-06-20 11:21,7,8,"#Skytrax 2017 rankings for NA airlines: 1. #AirCanada 2. #Delta , 3. #Alaska , 4. #JetBlue 5. #VirginAmerica . http:// jimbyerstravel.com/2017/06/20/air -canada-back-on-top-named-best-north-american-airline-by-skytrax/ â¦ #travel",#Skytrax #AirCanada #Delta #Alaska #JetBlue #VirginAmerica #travel,neutral
ynottonycom,2017-06-20 10:17,0,0,#virginamerica #yogastudio #sfo #sanfrancisco http:// fb.me/1fTCDRuvs,#virginamerica #yogastudio #sfo #sanfrancisco,positive
FFMiles101,2017-06-20 10:00,0,0,Free Companion Ticket On Alaska Air Or Virgin America https:// tinyurl.com/ybzrt4oe #alaskaair #virginamerica @alaskaair @virginameric,#alaskaair #virginamerica,neutral
MariaDee1,2017-06-20 09:02,0,0,I got you a plane ticket to Chicago Ohare for almost free on #virginamerica if you hook me up with 4 tickets. I work for the company lmk,#virginamerica,neutral
ohyeaa_luis92,2017-06-20 08:53,0,1,"Just 8 days until I'm 32,000 feet in the air chillin like a villain with my favorite airline #vacay #virgin #VirginAmerica #california",#vacay #virgin #VirginAmerica #california,positive
ianmsantos,2017-06-19 21:30,0,0,"#WorkDanceParty , part 2. #VirginAmerica #VXFLL #VX #FLL @virginamerica @kedds83 @Fortâ¦ https://www. instagram.com/p/BViwLxjDPJB/",#WorkDanceParty #VirginAmerica #VXFLL #VX #FLL,positive
danibris,2017-06-19 20:15,0,0,@nplash is stuck on plane rerouted from JFK to Stewart- just a 90 min from Manhattan &they won't let the passengers off plane #virginamerica,#virginamerica,negative
ianmsantos,2017-06-19 18:51,0,1,"#WorkDanceParty , part 1. #VirginAmerica #VXFLL #VX #FLL @virginamerica @kedds83 @ygz_a_r @Fortâ¦ https://www. instagram.com/p/BVid6NAjVKn/",#WorkDanceParty #VirginAmerica #VXFLL #VX #FLL,positive
yamaneika,2017-06-19 11:55,0,1,"You know how I know #United messed up? I see more Asian people in this #VirginAmerica line then ever before. Damn, United I know y'all mad!",#United #VirginAmerica,negative
maximum_mitch,2017-06-19 11:20,0,0,Goodbye NJ #nj #newark #virginamerica #bye #nj #flying #cabin #familytime #love @Newark Libertyâ¦ https://www. instagram.com/p/BVhqXYEj3FH/,#nj #newark #virginamerica #bye #nj #flying #cabin #familytime #love,positive
Aviationizer,2017-06-19 11:12,0,0,#VirginAmerica Announces Dates for the Rapture: #PartnerEndTimes in Advance of Program Closure - View from... http:// aviation.trendolizer.com/2017/06/virgin -america-announces-dates-for-the-rapture-partner-end-times-in-advance-of-program-closure---vie.html â¦,#VirginAmerica #PartnerEndTimes,neutral
jpau2168,2017-06-19 08:49,0,0,@VirginAmerica pleeeease change your in flight safety video and all round stuck-in-the-nineties-ness. Time to move on. #virginamerica,#virginamerica,neutral
jadegirlsmom,2017-06-19 03:44,0,2,Stuck on the tarmac for a flipping hour #virginamerica #boo,#virginamerica #boo,negative
flyinglanterns8,2017-06-19 01:29,0,0,Where is our luggage? Thirty mins later. #virginamerica pic.twitter.com/MaWux4kkaJ,#virginamerica,negative
PhilHoffmannBiz,2017-06-19 00:20,0,0,#VirginAmerica ends #VirginAustralia #frequentflyer partnership http:// bit.ly/2rurKiO #Airlines pic.twitter.com/vqzjdTYWTf,#VirginAmerica #VirginAustralia #frequentflyer #Airlines,neutral
DebbiDiMaggio,2017-06-19 00:04,1,1,Happy Father's Day Chris . . #NewYork #SF #VirginAmerica #ClaremontCC #Top100Agents ... thxâ¦ https://www. instagram.com/p/BVgc8UXjj3o/,#NewYork #SF #VirginAmerica #ClaremontCC #Top100Agents,positive
JLMichaels,2017-06-18 08:51,0,1,Virginia America beat way to fly to the west coast #VirginAmerica #Comfort #GreatService â¦ https://www. instagram.com/p/BVe0cOjDgvD/,#VirginAmerica #Comfort #GreatService,positive
ChadJamesSpeaks,2017-06-17 21:54,0,1,Virgin America ends Virgin Australia frequent flyer partnership. https://www. ausbt.com.au/virgin-america -ends-virgin-australia-frequent-flyer-partnership â¦ #VirginAmerica #VirginAustralia #FrequentFlyer,#VirginAmerica #VirginAustralia #FrequentFlyer,neutral
ianmsantos,2017-06-17 20:52,0,1,#Sunset #VirginAmerica #VX #VXFLL #FLL @kedds83 @virginamerica @Fort Lauderdale-Hollywoodâ¦ https://www. instagram.com/p/BVdiOHBhA82/,#Sunset #VirginAmerica #VX #VXFLL #FLL,neutral
eddiekim32,2017-06-17 12:36,0,0,#virginamerica delayed 2 hrs outbound 3 hrs inbound. Sfo-ewr. Pretty frustrating. Was hoping to make this my go to carrier for this route,#virginamerica,negative
RealRoryRoss,2017-06-17 09:16,0,2,First time being on #VirginAmerica & Im not super impressed so far. Though I've got a 6hr flight for them to change my mind #IflyAlaska pic.twitter.com/6lbg1oxqiv,#VirginAmerica #IflyAlaska,positive
Julie4Makeup,2017-06-16 16:26,0,0,Me:sititng in my seat watching TV #virginamerica .Guy behind me: Miss can you not move in your seat it hits my legs.Umm #ipaidformyseattoo,#virginamerica #ipaidformyseattoo,neutral
NewVentureCFO,2017-06-16 15:30,0,0,Only on #VirginAmerica #SFGiants #GoGiants #WeAreSF #flytogether pic.twitter.com/rW11sx4Pc7,#VirginAmerica #SFGiants #GoGiants #WeAreSF #flytogether,neutral
ColoredSpaces,2017-06-16 10:21,0,0,I get to enjoy #CNBC while on my #VirginAmerica flight to #Denver,#CNBC #VirginAmerica #Denver,positive
beata_stylianos,2017-06-16 09:00,0,0,"@richardbranson Such a #positive force in their lives and so many #VirginAmerica . Met your wife, Joan, and you in D.C. 2016 Very inspiring. https:// twitter.com/richardbranson /status/875673102730104832 â¦",#positive #VirginAmerica,positive
Aviationizer,2017-06-16 07:36,0,0,#VirginAmerica Elevate Announces Partnership End Dates - One Mile at a Time http:// aviation.trendolizer.com/2017/06/virgin -america-elevate-announces-partnership-end-dates---one-mile-at-a-time.html â¦,#VirginAmerica,neutral
DealsToLA,2017-06-16 05:29,0,0,"$57* & up -- Nationwide Flights from 37 U.S. Cities, O/W http:// bit.ly/2scox8I #austin #airfare #virginamerica",#austin #airfare #virginamerica,neutral
Crewiser,2017-06-15 23:15,0,1,From @theadventuresofjetjustin http:// bit.ly/2rxUSbk Neo kids on the block #a321neocadre #team #friends #vx #virginamerica #flightatte â¦ pic.twitter.com/HO5ybDxHVw,#a321neocadre #team #friends #vx #virginamerica #flightatte,neutral
DealsToAustin,2017-06-15 19:30,0,0,$63-$259* -- Nationwide Flights from San Francisco (One Way) http:// bit.ly/2rBKobm #aus #sfo #virginamerica,#aus #sfo #virginamerica,positive
ChadJamesSpeaks,2017-06-15 14:47,0,0,Alaska and Virgin America: Creating an airline people love http:// bit.ly/2muqwUE #VirginAmerica #AlaskaAirlines,#VirginAmerica #AlaskaAirlines,positive
bobbyyan,2017-06-15 14:32,0,0,San Francisco view. #travel #virginamerica #sanfrancisco #frameline #filmfestival #director â¦ https://www. instagram.com/p/BVXsy77hHMl/,#travel #virginamerica #sanfrancisco #frameline #filmfestival #director,positive
hiro_sama,2017-06-15 10:34,0,0,Silent seat upgrade from #virginamerica . Thank you and I'll miss you :( â bei San Francisco International Airport (SFO),#virginamerica,positive
kapilgupta,2017-06-14 22:53,0,0,Air travel - WSJ tells us which ones are the most spacious. #JetBlue #VirginAmerica https://www. wsj.com/articles/the-b est-and-worst-coach-seats-on-u-s-airlines-1497452020 â¦ pic.twitter.com/OxT1BzNhCm,#JetBlue #VirginAmerica,neutral
shirini714,2017-06-14 21:53,1,0,Been sitting on the tarmac for over 40 minutes + counting .... @VirginAmerica Really hope i make this connecting flight #virginamerica,#virginamerica,negative
michelelabella,2017-06-14 20:54,0,0,Dear #alaskaair please get your code share flights together. Neither you or #virginamerica think i'm flying with you!,#alaskaair #virginamerica,neutral
FlyGirl421,2017-06-14 20:20,0,0,I don't wanna go! #LAX #DAL #virginamerica @LAX - Los Angeles International Airport https://www. instagram.com/p/BVVwHPQF8Vk/,#LAX #DAL #virginamerica,positive
airfaredealsbtd,2017-06-14 19:44,1,0,$229* -- San Francisco to Hawaii Nonstop (One Way) http:// bit.ly/2s2MxwI #sfo #ogg #virginamerica,#sfo #ogg #virginamerica,positive
NeNeGooter,2017-06-14 19:12,0,1,If you ever wanna annoy a plane full of people during an ER landing... be the most positive person on it. #virginamerica #thisguyhatesme,#virginamerica #thisguyhatesme,positive
SpencerDay,2017-06-14 14:12,0,15,I'm am sorely going to miss @virginamerica if only for this masterpiece! #sfoairport #virginamerica pic.twitter.com/peEZSq5Fzi,#sfoairport #virginamerica,neutral
spOILedRK,2017-06-14 13:36,0,1,Ok I just got off @alaskaair which I found out is a part of #virginamerica #virginairlines ownedâ¦ https://www. instagram.com/p/BVVB6ynB3W6/,#virginamerica #virginairlines,positive
MelissaAlmonor,2017-06-14 13:03,0,1,#dallas here we come! #virginamerica #nyc #flights #vacationmode #vacationtime @LaGuardiaâ¦ https://www. instagram.com/p/BVU-IqZFCmZ/,#dallas #virginamerica #nyc #flights #vacationmode #vacationtime,neutral
TroyScottBrown,2017-06-14 10:05,0,7,"I don't always fly to D.C., but when I do, I prefer #virginamerica . #mostinterestingman",#virginamerica #mostinterestingman,positive
RobSteele,2017-06-13 23:24,0,0,Not a bad evening to fly. . . . #mountains #mountain #lax #virginamerica #airplane #airplaneviews #vacation ... http:// fb.me/4fE8jFPoW,#mountains #mountain #lax #virginamerica #airplane #airplaneviews #vacation,positive
kerrykeith,2017-06-13 23:19,0,0,#sfo #sfo4theday #ghirardellisquare #ghiradelli #ghirardellichocolate #virginamerica #friends https://www. instagram.com/p/BVTf3WcFiDH/,#sfo #sfo4theday #ghirardellisquare #ghiradelli #ghirardellichocolate #virginamerica #friends,positive
